"id","category","question","answer","origin","date","url"
1419,"","Are encryption key management processes automated?","Yes. Google defines automated encryption key management process that include Perfect Forward Secrecy (PFS). PFS minimizes the impact of a compromised key, or a cryptographic breakthrough. It protects network data by using a short term key that lasts only a couple of days and is only held in memory, rather than a key that’s used for years and kept on durable storage. Google was the first major web player to enable perfect forward secrecy by default. Google encrypts all Cloud Platform data as it moves between our data centers on our private network, as well as encrypting all Cloud Platform data at rest.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1420,"","Are encryption keys generated using a random pattern?","Yes. Google employs 2048-bit key RSA certificates.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1421,"","Are encryption keys greater than seven characters?","Yes. Google employs 2048-bit key RSA certificates.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1422,"","​Are hardcopy versions of encryption keys, if used, kept confidential and stored in a secure manner under dual control?","Yes. Each encryption key is itself encrypted with a regularly rotated set of master keys. The same encryption and key management policies used for your data in Cloud Platform are used by many of Google's production services, including Google Docs, Gmail, and Google's own corporate data.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1423,"","Are all materials and supplies used in the generation, distribution, and storage of encryption keys kept confidential and stored in a secure manner?​","Yes. Each encryption key is itself encrypted with a regularly rotated set of master keys. The same encryption and key management policies used for your data in Cloud Platform are used by many of Google's production services, including Google Docs, Gmail, and Google's own corporate data.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1424,"","Are encryption key components that are no longer needed destroyed in a secure manner (witnessed and documented by a third party)?","Yes, Google has earned ISO 27001 certification for the systems, applications, people, technology, processes and data centers serving Google Cloud Platform. In order to achieve such certification, an independent auditor has validated the key encryption management process.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1425,"","​Is physical or logical access only given to third parties for support purposes?","Yes. Google directly conducts virtually all data processing activities to provide our services. However, Google may engage some third-party suppliers to provide services related to Cloud Platform, including customer and technical support","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1426,"","​Is physical or logical access given to third parties monitored?","Yes. Prior to onboarding third-party suppliers, Google conducts an assessment of the security and privacy practices of third-party suppliers to ensure they provide a level of security and privacy appropriate to their access to data and the scope of the services they are engaged to provide. Once Google has assessed the risks presented by the third-party supplier, the supplier is required to enter into appropriate security, confidentiality, and privacy contract terms.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1427,"","Does production data retain the same level of security if it is copied or moved from one computing platform to another?","Yes. Google designs the components of our platform to be highly redundant. This redundancy applies to our security, server design, how we store data, network and Internet connectivity, and the software services themselves. This “redundancy of everything” includes the handling of errors by design and creates a solution that is not dependent on a single server, data center, or network connection.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1428,"","Is sensitive data belonging to Comerica or its customers (PII, PHI, PCI, Comerica confidential info, or credentials) prohibited from being copied onto non-Comerica owned devices?","Yes. Our customers and regulators expect independent verification of security, privacy and compliance controls. Google undergoes several independent third party audits on a regular basis to provide this assurance. This means that an independent auditor has examined the controls present in our data centers, infrastructure and operations.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1429,"","If data is stored on a workstation hard drive, have adequate backup and security features been implemented?","N/A. Data for GCP at the platform level is not stored on workstations but on Google servers which do have adequate backup and security features.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1430,"","Do all Comerica branded web pages display links to www.comerica.com security, privacy, terms of use provisions and disclaimers?","N/A.Google provides a Cloud Computing platform (GCP) which encompasses IaaS (Infrastructure as a Service) and PaaS (Platform as a Service) and SaaS (Software as a Service) solutions. The application built and deployed on top of GCP is responsible for complying with this requirement as it is application specific and not related to the underlying platform.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1431,"","Do Application Program Interfaces support authentication controls?","Yes. All services are managed through a secured global API gateway infrastructure. This API serving infrastructure is only accessible over encrypted SSL/TLS channels, and every request requires the inclusion of a time-limited authentication token generated via human login or private key based secrets through the authentication system described above.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1432,"","Do Application Program Interfaces support encryption Controls?","Yes. All services are managed through a secured global API gateway infrastructure. This API serving infrastructure is only accessible over encrypted SSL/TLS channels, and every request requires the inclusion of a time-limited authentication token generated via human login or private key based secrets through the authentication system described above.","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1433,"","Are Application Program Interface connections logged and monitored?","Yes. Stackdriver Logging allows you to store, search, analyze, monitor, and alert on log data and events from Google Cloud Platform.

See:
https://cloud.google.com/logging/","Comerica","2016-07-01","https://docs.google.com/document/d/1KW7kzYE2kOWh7CGlIb8dkTgCQmDhD9YwMlNfN3rar6Y"
1434,"","Is a physical access to computer processing facilities restricted by using a defined physical border, e.g. walls separating the computer area from general access?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1435,"","Are physical access audit logs maintained in either electronic or printed form for at least two (2) months, designated as Confidential information and provided security protection commensurate to that classification?","Yes. Access logs, activity records, and camera footage are available in case an incident occurs","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1436,"","Is access to facilities that are dedicated to computer processing (i.e., data centers, computer rooms) protected by a range of physical controls?","Yes. Google data center physical security features a layered security model, including safeguards like custom-designed electronic access cards, alarms, vehicle access barriers, perimeter fencing, metal detectors, and biometrics, and the data center floor features laser beam intrusion detection","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1437,"","Is the location of data centers identified or advertised by signage or other indicators?","Yes.https://cloud.google.com/about/locations/#locations","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1438,"","When constructing or selecting computing facilities, do walls extend from true floor to true ceiling?","Not Applicable. Google builds state-of-the-art data centers by designing and building our own facilities. Seehttps://www.google.com/about/datacenters/gallery/#/all","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1439,"","When constructing or selecting computing facilities, is a CCTV dome camera placed on each corner and, as required, at the center of the building and the parking structure?","Yes. Our data centers are monitored 24/7 by high-resolution interior and exterior cameras that can detect and track intruders.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1440,"","When constructing or selecting computing facilities, are CCTV fixed cameras placed at the loading dock, parking structure, mechanical room entry, generator room entry and all exits?","Yes. The positioning of the cameras has been designed to help cover strategic areas including, among others, the perimeter, doors to the data center building, and shipping/receiving.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1441,"","When constructing or selecting computing facilities, is a fenced perimeter used to enclose mechanical or generator access as required?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1442,"","Are visitors required to sign a visitor control log?","Yes. Google grants access to the data centers where data will be stored only to staff and authorized visitors, who require access as part of their job duties and are authorized. Data center managers must approve any visitors in advance for the specific data center and internal areas they wish to visit. Only authorized Google employees and contractors who permanently work at the data centers are permitted to request card access to these facilities. All Google employees and authorized visitors requiring temporary data center access must sign in at the guard station, present a Google badge (Google employees or contractors) or ID issued by their employer (authorized contractors) and reference an approved data center access record identifying the individual as approved.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1443,"","Are networked computers password protected and do they have active screen savers?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1444,"","Is third party access to sensitive working areas authorized and monitored?","Yes. Google requires that all third-party contractors comply with corporate security policies.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1445,"","Is photographic, video, audio or other recording equipment prohibited in sensitive working areas?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1446,"","Are delivery and loading areas isolated from information processing areas to avoid any unauthorized access?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1447,"","Are incoming materials inspected for potential hazards before being moved from the holding area to the point of use?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1448,"","Are all telecommunications cables and lines carrying data or voice protected from interception or damage?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1449,"","Are critical information systems protected from power failures by using multiple feeds, uninterruptible power supply (UPS) or a backup generator?","Yes. Google’s data centers feature redundant power systems and environmental controls. Every critical component has a primary and alternate power source, each with equal power. Diesel engine backup generators can provide enough emergency electrical power to run each data center at full capacity. Cooling systems maintain a constant operating temperature for servers and other hardware, reducing the risk of service outages. Fire detection and suppression equipment helps prevent damage to hardware.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1450,"","Is emergency equipment, such as UPS and backup generators, serviced in accordance with the manufacturer's recommendations and tested periodically?","Yes.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1451,"","Are logs maintained with dates, personnel, all suspected or actual faults and all preventive and corrective measures?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1452,"","Are all damaged storage devices containing sensitive information physically destroyed?","Yes. When a hard drive is retired, authorized individuals verify that the disk is erased by writing zeros to the drive and performing a multiple-step verification process to ensure the drive contains no data. If the drive cannot be erased for any reason, it is stored securely until it can be physically destroyed. Physical destruction of disks is a multistage process beginning with a crusher that deforms the drive, followed by a shredder that breaks the drive into small pieces, which are then recycled at a secure facility. Each data center adheres to a strict disposal policy and any variances are immediately addressed.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1453,"","Are information resources forbidden from being taken off site without authorization?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1454,"","Are inventories of information resources maintained and spot checks performed to detect unauthorized removal of property?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1455,"","Are computing facilities and office areas where information systems are used equipped with adequate smoke and fire detection devices?","Yes. Heat, fire, and smoke detectors trigger audible and visible alarms in the affected zone, at security operations consoles, and at remote monitoring desks.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1456,"","Are all critical support areas equipped with smoke and fire detection?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1457,"","Are fire detection systems connected to local alarms, as well as alarms at the local fire department or 24 hour security center?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1458,"","Do all computing facilities and occupied areas have automatic fire suppression equipment?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1459,"","Are fire detection monitoring systems tested at least every six (6) months?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1460,"","Have procedures been developed and tests documented for facility management to monitor and test fire suppression equipment according to manufacturer’s specifications or at least every six (6) months?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1461,"","Do all critical computing environments have water and moisture detection systems implemented?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1462,"","Do contingency plans cover the action to be taken if the Uninterruptible Power Supply (UPS) should fail?","Yes. Backup power is provided by various mechanisms including, but not limited to UPS batteries. Backup power is designed to supply consistently reliable power protection during utility brownouts, blackouts, over voltage, under voltage, and out-of-tolerance frequency conditions.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1463,"","Is Uninterruptible Power Supply (UPS) equipment regularly checked to ensure that it has adequate capacity, and is it tested in accordance with the manufacturer's recommendations?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1464,"","Have backup generators been considered in case of prolonged power failure?","Yes. Diesel engine generators are in place to provide power to critical equipment and customer loads. The generators are capable of providing enough emergency electrical power to run the data center at full capacity typically for a period of days. These generators automatically startup and are able to provide power within seconds in the event of a power outage.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1465,"","Are visitor control logs maintained for at least one year?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1466,"","Do appropriate managers review physical access audit logs on a daily basis?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1467,"","Are visitors to information processing facilities provided with proper authorization and a badge and asked to surrender the badge before leaving the facility or at the date of expiration?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1468,"","Are backup ventilation systems ready to take over cooling duties in the event that air conditioning systems in computing facilities fail?","Yes.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1469,"","Are computer environments, including temperature, humidity and power supply quality monitored to identify conditions which might adversely affect the operation of computer equipment?","Yes.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1470,"","Are computing facility employees trained to monitor environmental controls and trained to respond to emergency environmental changes?","Yes. We install smart temperature controls, use “free-cooling” techniques like using outside air or reused water for cooling, and redesign how power is distributed to reduce unnecessary energy loss.","Comerica","2016-07-01","https://docs.google.com/document/d/1bl2DVw5Y45szoLpqbQ4rlTPZTfejydBGnsK6yWq62KU"
1471,"","Does an Information Security Policy exist, which is approved by the management, published and communicated as appropriate to all employees?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1472,"","Does Information Security develop and maintain comprehensive security policies, standards, and procedures that ensure confidentiality, integrity and availability of sensitive information?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1473,"","Does Information Security develop and maintain comprehensive security policies, standards, and procedures to ensure management and employee accountability for information resources including assets and information entrusted to them?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1474,"","Does Information Security develop and maintain comprehensive security policies, standards, and procedures to ensure compliance with legal and regulatory requirements?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1475,"","Are all of the organization's personnel informed when changes occur to the Information Security Policy?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1476,"","Does Information Security review the Information Security Policy annually?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1477,"","Has a review of security policies, standards, procedures, and/or guidelines been performed within the last 12 months?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1478,"","Does the Information Security Policy review process evaluate the policies effectiveness as demonstrated by the nature, number and impact of recorded security incidents?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1479,"","Is management ensuring formal procedures are established to react effectively to information security incidents?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1480,"","Is management ensuring information security requirements are built into technology solutions implemented to meet business requirements?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1481,"","Is there an Information Security Program in place to administer and oversee the Information Security Policy?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1482,"","Is Information Security responsible for developing information security training and awareness programs?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1483,"","Is Information Security responsible for providing support for information classifications, risk analyses, audits, third party agreements and business continuity plans?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1484,"","Is Information Security responsible for tracking information security incidents?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1485,"","Is Information Security responsible for monitoring general business trends, technological developments, new threats/vulnerabilities and solutions?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1486,"","Is Information Security responsible for reporting on the overall sufficiency and effectiveness of the information security environment?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1487,"","Is Information Security responsible for working with internal and external auditing groups to assess the effectiveness of information security processes?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1488,"","Does the Chief Information Security Officer (CISO) report to a management representative that is at a level commensurate with the importance of security requirements within the organization?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1489,"","Does the CISO oversee regional information security teams?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1490,"","Does the CISO report the results of the organization's security posture to Executive Management?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1491,"","Has the organization's Board of Directors authorized the Chief Information Security Officer to take all actions necessary to establish, implement and manage the Company's Information Security Program?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1492,"","Do the Information Security Officers (ISOs) have an organizational reporting link to the Chief Information Security Officer?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1493,"","Are employees, third party consultants, contractors and vendors required to sign a Non-Disclosure Agreement (NDA), as part of their initial condition of employment?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1494,"","Does the CISO maintain appropriate contact with the applicable outside parties such as service providers, business partners and law enforcement to ensure information security incidents are handled quickly?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1495,"","Does Information Security participate in Financial Services Information Security Advisory Council (FSISAC)?","No - not currently on the council","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1496,"","Is the organization's Information Security Policy periodically reviewed by Internal Audit?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1497,"","To request access by a third party to a Company information resource, does the requestor prepare a description of the nature of the access and provide it to Information Security and the appropriate business unit leader for formal approval?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1498,"","Do third party access requests include the duration of the access that is needed?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1499,"","Are access control policies in place prior to granting customer access to the organization's information or assets?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1500,"","Are asset protection procedures in place, including vulnerability management, change controls, data integrity, and restrictions on copying and disclosing, prior to granting customer access to the organization's information or assets?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1501,"","Has Information Security approved all contracts where the services provided affect the confidentiality, integrity or availability of Company information resources prior to signing an agreement with a third party service provider?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1502,"","Do contracts with third party service providers include: Security controls these subcontractors need to implement?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1503,"","Do agreements with your third party service providers contain a ""right to audit"" clause ensuring that Company employees or authorized representatives may physically or logically evaluate a third party service provider's security control environment?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1504,"","Are agreements with your third party service providers worded to ensure the provider is legally bound to comply with the Company's Information Security Policy?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1505,"","Do you provide customers with ongoing visibility and reporting into your SLA performance?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1506,"","Do contracts with third party service providers include: SLAs?","Yes - in the necessary circumstances","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1507,"","Are information owners responsible for ensuring risk assessments are performed for each outsourced activity?","Yes","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1508,"","Does the inventory of information resources include the name and location of the system?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1509,"","Does the inventory of information resources include the name of the Information Owner?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1510,"","Does the inventory of information resources include the name of the Resource Administrator?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1511,"","Does the inventory of information resources include the make and model of the system?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1512,"","Does the inventory of information resources include other key contacts including any third parties that support or maintain the resource?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1513,"","Does the inventory of information resources include a listing of technologies that reside on the system (including version and service pack)?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1514,"","Does the inventory of information resources include a listing of updates, patches and fixes that have been installed?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
1515,"","Does the inventory of information resources include the host name of the system?","Yes - Google owned / managed assets & services are provided by a cloud infrastructure which is able to scale and reallocate services programmatically. Given the fluid nature of these assets/services records are maintained programmatically as they change frequently.","Comerica","2016-07-01","https://docs.google.com/document/d/1g5r-mBdawBOy4pvXDYmvHRoqfjO4LDj4RBuUjIyHR3I"
